domaine	nom	niche	ville	dept	nb_etablissements	url_brute
beautyplanet.com	Asnières Coiffure	beaute_bienetre	Paris	75	1	https://beautyplanet.com/asnieres-coiffure-1264
beautyqueennails.com	Les Ongles de Princesse	beaute_bienetre	Paris	75	1	https://www.beautyqueennails.com
beautyslyon.com	Céleste coiffure & esthétique by Stéphanie B.	beaute_bienetre	Lyon	69	1	https://www.beautyslyon.com/
beautyspot.fr	Beauty Spot	beaute_bienetre	Paris	75	1	https://www.beautyspot.fr
beautyssime.fr	Beautyssime	beaute_bienetre	Paris	75	1	https://www.beautyssime.fr/
beautysuccess.fr	Beauty Success	beaute_bienetre	Paris	75	2	https://www.beautysuccess.fr/nos-points-de-vente/le-vesinet/212/
beefbar.com	Beefbar	restauration	Nice	6	2	https://beefbar.com/
beepressing.fr	Bee Pressing	services_proximite	Paris	75	1	https://www.beepressing.fr
beers-and-co.fr	Beer & co	restauration	Lille	59	1	https://www.beers-and-co.fr/nos-restaurants/villeneuve-dascq/
beerstro.fr	Beerstro	restauration	Lille	59	1	https://www.beerstro.fr/
begi.fr	BJ35	artisanat_btp	Rennes	35	1	http://Begi.fr
begrand.fr	Entreprise Begrand	artisanat_btp	Paris	75	1	http://www.begrand.fr
beirut-kitchen-gallieni.com	Beirut Kitchen - Cantine du Levant	restauration	Bordeaux	33	1	https://beirut-kitchen-gallieni.com/
beirut-kitchen.com	Beirut Kitchen	restauration	Bordeaux	33	1	https://beirut-kitchen.com/
beitcafeparis.com	Beit café	restauration	Paris	75	1	https://www.beitcafeparis.com/
beiti.fr	Beiti	restauration	Paris	75	1	https://www.beiti.fr/
belaroiahotel.fr	Chez Delagare	restauration	Montpellier	34	1	https://belaroiahotel.fr/chez-delagare
beldameinstitut.fr	Institut Beldame	beaute_bienetre	Paris	75	1	http://beldameinstitut.fr/
beletblanc.fr	Pressing Bel et Blanc	services_proximite	Toulouse	31	3	http://www.beletblanc.fr
belfries.fr	Bel Fries	restauration	Toulouse	31	1	https://belfries.fr
bella-bay.fr	Bella Bay	restauration	Nice	6	1	https://bella-bay.fr/
bellanapoli94.fr	Bella Napoli	restauration	Paris	75	1	https://www.bellanapoli94.fr/
bellapizzalognes.business.site	Bella Pizza	restauration	Paris	75	1	https://bellapizzalognes.business.site/
bellavitapizzas.fr	Bella Vita Pizza	restauration	Paris	75	1	https://www.bellavitapizzas.fr/mobile/index.php
belle-epine.klepierre.fr	Franck Provost	beaute_bienetre	Paris	75	1	https://belle-epine.klepierre.fr/boutiques-restaurants/franck-provost
belledemaia.com	Belle de Maïa	beaute_bienetre	Lyon	69	1	https://belledemaia.com
belleetbien76.com	Belle & Bien	beaute_bienetre	Rouen	76	1	https://www.belleetbien76.com/
belleonaturel-paris.fr	Belle O Naturel	beaute_bienetre	Paris	75	1	https://belleonaturel-paris.fr
bellepourl.fr	Belle pour L	beaute_bienetre	Marseille	13	1	https://www.bellepourl.fr/
bellesetrebelles-bysavi.fr	Belles & Rebelles	beaute_bienetre	Paris	75	1	https://www.bellesetrebelles-bysavi.fr
bellizzi-pizza.fr		restauration	Lille	59	1	https://bellizzi-pizza.fr/
bellocq.eu	Bellocq	restauration	Toulouse	31	1	https://www.bellocq.eu/
belluccipizza-paris10.fr	Bellucci	restauration	Paris	75	1	https://belluccipizza-paris10.fr/
belmaryparis.fr	Belmary	beaute_bienetre	Paris	75	1	https://belmaryparis.fr
belr-automobiles.com	Bel'R Automobiles	automobile	La Rochelle	17	1	https://www.belr-automobiles.com/
bendry.fr	Bendry	beaute_bienetre	Paris	75	1	https://www.bendry.fr/
benjamin-guillaume.com	benjamin Guillaume	artisanat_btp	Reims	51	1	https://www.benjamin-guillaume.com/
bento9.fr	Bento 9	restauration	Paris	75	1	https://bento9.fr/menu
bentoandgo.com	Bento&Go!	restauration	Paris	75	1	https://bentoandgo.com
bentoya.fr	Bentoya	restauration	Paris	75	1	https://bentoya.fr
bep-chay.com	Bep Chay	restauration	Toulouse	31	1	https://bep-chay.com
beperfect.fr	Be perfect	beaute_bienetre	Paris	75	1	https://beperfect.fr/
berceauafrique.com	Berceau d'Afrique	restauration	Lille	59	1	http://berceauafrique.com/
berco-nice.com	Berco	restauration	Nice	6	1	https://www.berco-nice.com/
berliner-do.com	Berliner	restauration	Paris	75	1	https://www.berliner-do.com
bernardetleon.com	Bernard et Léon	restauration	Lille	59	1	https://www.bernardetleon.com/
bernhard-cavalie-gray.com	Piano Coiffure	beaute_bienetre	Paris	75	1	https://www.bernhard-cavalie-gray.com
berniecoffee.fr	Oeuf	restauration	Marseille	13	1	https://berniecoffee.fr/
beroli.artetfenetres.com	Art et Fenêtres	artisanat_btp	Perpignan	66	1	https://beroli.artetfenetres.com/
berthe-restaurant.fr	Berthe	restauration	Montpellier	34	1	https://berthe-restaurant.fr/
bertrandetfils.fr	Plomberie Bertrand et Fils	artisanat_btp	Toulouse	31	1	https://www.bertrandetfils.fr/
berwald.fr	Neopart Fia Littoral	automobile	Nimes	30	1	http://www.berwald.fr/
bessin-pavillons.com	Bessin Pavillons	artisanat_btp	Caen	14	1	https://www.bessin-pavillons.com/
bestbagels.fr	Best Bagel Lyon Lumière	restauration	Lyon	69	1	https://www.bestbagels.fr/restaurant/lyon-lumiere/
bestdrive.fr	Toulouse Pneus	automobile	Toulouse	31	6	https://bestdrive.fr/centres/balma-267.html
bestfenetres.net	Best Fenêtres	artisanat_btp	Paris	75	1	https://bestfenetres.net/
bestofhalal.fr	Best Of	restauration	Toulouse	31	1	https://www.bestofhalal.fr/
bey-cafe.eatbu.com	Bey Café	restauration	Nice	6	1	https://bey-cafe.eatbu.com/?lang=fr
beyapro-reims.fr	Garage BEYA PRO	automobile	Reims	51	1	https://www.beyapro-reims.fr/
beyrouth.eatbu.com	Beyrouth	restauration	Toulouse	31	1	https://beyrouth.eatbu.com
beyrouthcafe.com	Café Beyrouth	restauration	Nice	6	1	https://beyrouthcafe.com/
beyti1.wordpress.com	Beyti	restauration	Toulouse	31	1	https://beyti1.wordpress.com/
bfc-restaurant.fr	Boum Fried Chicken	restauration	Toulouse	31	1	https://bfc-restaurant.fr/
bfcindianaparis.fr	Indiana BFC	restauration	Paris	75	1	https://www.bfcindianaparis.fr/
bhaiyakitchen.com	Bhaiya Kitchen	restauration	Toulouse	31	1	https://www.bhaiyakitchen.com/
biasini-electricite.com	Biasini	artisanat_btp	Toulouse	31	1	https://www.biasini-electricite.com/
bibibap.fr	Bibibap	restauration	Bordeaux	33	2	http://www.bibibap.fr/
bibibike.fr	Bibibike	services_proximite	Toulouse	31	1	https://www.bibibike.fr/
bibimcup.fr	Bibimcup	restauration	Paris	75	1	http://bibimcup.fr/
bibstrot-restaurant.eatbu.com	Le Bib'strot	restauration	Bordeaux	33	1	https://bibstrot-restaurant.eatbu.com
biciclettashop-nice.com	Bicicletta shop	services_proximite	Nice	6	1	https://biciclettashop-nice.com/
bicycland.com	Bicycland	services_proximite	Paris	75	1	https://bicycland.com/
bicyclart.fr	Bicycl'Art	services_proximite	Paris	75	1	https://bicyclart.fr/
bicyclestore.fr	BiCyCle Store	services_proximite	Paris	75	1	https://www.bicyclestore.fr/
bicycletimes48.com	Bicycle Times	services_proximite	Rennes	35	1	https://bicycletimes48.com/
bicyclette-batignolles.fr	La bicyclette des Batignolles	services_proximite	Paris	75	1	https://www.bicyclette-batignolles.fr/
bicyclit.fr	Bicyclit'	services_proximite	Toulouse	31	1	https://bicyclit.fr
bicyclo.org	La Maison du Vélo	services_proximite	Paris	75	1	https://www.bicyclo.org
bicyclup.org	Bicycl'Up	services_proximite	Lille	59	1	https://www.bicyclup.org/
bien-etre-cachan.fr	Sandrine Laude	beaute_bienetre	Paris	75	1	https://www.bien-etre-cachan.fr
bienvenue-chez-gas.fr	Bienvenue chez Gas	automobile	Brest	29	1	https://www.bienvenue-chez-gas.fr/
bienvenue-en-asie.com	Bienvenue en Asie	restauration	Nice	6	1	https://bienvenue-en-asie.com/
bigandburger.fr	Big & Burger	restauration	Lyon	69	1	https://bigandburger.fr/
bigdiner-vitrolles.fr	Big Diner	restauration	Marseille	13	1	https://www.bigdiner-vitrolles.fr/
bigfamilykitchens.com	Big Family	restauration	Marseille	13	1	https://www.bigfamilykitchens.com/
bigfernand.com	Big Fernand	restauration	Paris	75	3	https://bigfernand.com/restaurants/nanterre-2/
bigm-burger.fr	Big M	restauration	Paris	75	1	https://bigm-burger.fr/
bigmammagroup.com	La Belleza Big Mamma	restauration	Lille	59	1	https://www.bigmammagroup.com/fr/trattorias/la-bellezza
bigpicklecafe.com	Big Pickle Cafe	restauration	Nice	6	1	https://www.bigpicklecafe.com/
bigshanghai.fr	Big Shanghai	restauration	Paris	75	1	https://bigshanghai.fr/
bigsmash.fr	Big Smash	restauration	Toulouse	31	1	https://www.bigsmash.fr/
biguine.com	Jean-Claude Biguine	beaute_bienetre	Paris	75	1	http://www.biguine.com/
bikecityzen.com	BikeCityZen	services_proximite	Lyon	69	1	https://www.bikecityzen.com/
bikerestore.fr	Bike Restore	services_proximite	Paris	75	1	https://www.bikerestore.fr/
bilitiscoiffure.fr		beaute_bienetre	Paris	75	1	http://www.bilitiscoiffure.fr/
bills-burger.fr	Bills Burger	restauration	Paris	75	1	https://bills-burger.fr/
billsburger.fr	Bills Burger	restauration	Lyon	69	1	https://www.billsburger.fr/
bimbao.fr	Bimbao	restauration	Bordeaux	33	1	https://bimbao.fr/
bio-form-spa.com	Bio Form Spa	beaute_bienetre	Paris	75	1	https://www.bio-form-spa.com/
bio-latitude.com	Bio Latitude	beaute_bienetre	Nantes	44	1	https://www.bio-latitude.com
biobela.com	Biobela	beaute_bienetre	Paris	75	1	https://biobela.com/
bioburger.fr	Bioburger	restauration	Lyon	69	1	https://www.bioburger.fr/restaurant-bio/burger-lyon-part-dieu/
biochaleur.fr	BioChaleur & Design	artisanat_btp	Nancy	54	1	https://www.biochaleur.fr/
biocoiff.com	Biocoiff	beaute_bienetre	Paris	75	1	http://www.biocoiff.com/
biogstore.com	Biogstore	restauration	Nice	6	1	https://biogstore.com/
biologique-recherche.com	Biologique Recherche	beaute_bienetre	Paris	75	1	https://www.biologique-recherche.com/
biomotors.fr	Biomotors	automobile	Montpellier	34	1	https://www.biomotors.fr
biotanie.fr	Biotanie	beaute_bienetre	Paris	75	1	https://www.biotanie.fr
biotifulhair.com	Biotiful Hair	beaute_bienetre	Lyon	69	1	biotifulhair.com
biotyathome.fr	La Maison Bioty	beaute_bienetre	Paris	75	1	https://www.biotyathome.fr/les-soins-salon/
birdyhamburgers.com	Birdy	restauration	Paris	75	1	https://birdyhamburgers.com/
bistro-bruno.fr	Le Leocorno	restauration	Lille	59	1	http://www.bistro-bruno.fr/
bistro-dalpozzo-restaurant-nice.com	Bistrot Dalpozzo	restauration	Nice	6	1	https://www.bistro-dalpozzo-restaurant-nice.com/
bistro-regent.fr	Bistro Régent	restauration	Marseille	13	11	https://bistro-regent.fr
bistrobest.fr	Bistro Best	restauration	Paris	75	1	https://www.bistrobest.fr/
bistrodaqui-nice.com	Le Bistro d'Aqui	restauration	Nice	6	1	https://www.bistrodaqui-nice.com/
bistrodusommelier.com	Bistro du Sommelier	restauration	Bordeaux	33	1	https://www.bistrodusommelier.com/
bistronomie-yasmine.fr	Côté Cours	restauration	Marseille	13	1	https://www.bistronomie-yasmine.fr
bistropoulette.com	Bistro Poulette	restauration	Bordeaux	33	1	https://www.bistropoulette.com/
bistrot-culsec.fr	Bistrot Cul Sec	restauration	Bordeaux	33	1	https://bistrot-culsec.fr/
bistrot-de-la-mairie.eatbu.com	Amore	restauration	Nice	6	1	https://bistrot-de-la-mairie.eatbu.com
bistrot-disleur.fr	Dis leur	restauration	Bordeaux	33	1	https://www.bistrot-disleur.fr
bistrot-francais.com	Bistrot Français	restauration	Lille	59	1	https://www.bistrot-francais.com/
bistrot-franquette.fr	Bistrot Franquette	restauration	Lille	59	1	http://www.bistrot-franquette.fr/
bistrot-lapartdulion.fr	La part du lion	restauration	Lille	59	1	https://www.bistrot-lapartdulion.fr/
bistrot-merlot.fr	Merlot Petit Amour	restauration	Bordeaux	33	1	https://www.bistrot-merlot.fr/
bistrot-thai.fr	Le Bistrot Thaï	restauration	Lille	59	1	http://www.bistrot-thai.fr/
bistrot235.com	Le Bistrot 235	restauration	Lille	59	1	https://www.bistrot235.com/
bistrotclosmontesquieu.fr	Bistrot Clos Montesquieu	restauration	Bordeaux	33	1	https://www.bistrotclosmontesquieu.fr/
bistrotdejennifer.com	Bistrot Jennifer	restauration	Nice	6	1	https://www.bistrotdejennifer.com/
bistrotdelescale.com	Le Bistrot de l'Escale	restauration	Toulouse	31	1	https://bistrotdelescale.com/
bistrotdeletoile.fr	Bistrot de l'Etoile	restauration	Toulouse	31	1	https://www.bistrotdeletoile.fr/
bistrotdelopera.fr	Bistrot de l'Opéra	restauration	Nice	6	1	https://bistrotdelopera.fr/
bistrotduchti.fr	Bistrot du Ch'ti	restauration	Lille	59	1	https://www.bistrotduchti.fr/
bistrotgourmand.net	Bistrot Gourmand	restauration	Nice	6	1	https://www.bistrotgourmand.net/
bistrotlhorloge.eatbu.com	Bistrot l'Horloge	restauration	Marseille	13	1	https://bistrotlhorloge.eatbu.com
bistrotmarcelandre.fr	Bistrot Marcel-André	restauration	Toulouse	31	1	https://www.bistrotmarcelandre.fr/
bistrotnova.fr	Bistro NOVA	restauration	Lille	59	1	https://www.bistrotnova.fr
bistrotsaintgeorges.fr	Saint Georges	restauration	Nice	6	1	https://bistrotsaintgeorges.fr
bistrottao.com	Bistrot Tao	restauration	Lille	59	1	https://www.bistrottao.com/
bistrourbain.com	Bistrot Urbain	restauration	Montpellier	34	1	https://www.bistrourbain.com/
bivolash.fr	Bivo Lash	beaute_bienetre	Toulouse	31	1	https://www.bivolash.fr/
bivouac-cycles.com		services_proximite	Paris	75	1	https://bivouac-cycles.com/
biyodurum.com	Biyo Dürüm	restauration	Paris	75	1	https://biyodurum.com/
bkwok.com	BK WOK	restauration	Bordeaux	33	1	https://www.bkwok.com/
bl-institut.com	bl Institut	beaute_bienetre	Rouen	76	1	https://www.bl-institut.com/
blackbeef.fr	Black Beef	restauration	Montpellier	34	1	https://blackbeef.fr/
blackboxparis.com	Blackbox	beaute_bienetre	Paris	75	1	https://blackboxparis.com/place/blackbox-versailles/
blackcorner.fr	Black Corner	restauration	Montpellier	34	1	https://blackcorner.fr/
blackroompictures.com	Cordonnerie Dem	services_proximite	Paris	75	1	https://www.blackroompictures.com/site/Cordonnerie_Dem/
blacksalon.fr	Black by Stephan	beaute_bienetre	Toulouse	31	1	http://blacksalon.fr/
blackwoodbeauty.com	Blackwood Beauty	beaute_bienetre	Paris	75	1	https://blackwoodbeauty.com/
blaspa.fr	Bla spa	beaute_bienetre	Paris	75	1	https://www.blaspa.fr/
blast-nice.com	Blast	restauration	Nice	6	1	http://www.blast-nice.com
blavait.fr	Blavait	artisanat_btp	Caen	14	1	https://www.blavait.fr/
blayefermetures.fr	Blaye Fermetures	artisanat_btp	Bordeaux	33	1	https://www.blayefermetures.fr/
blaze-trip-sushi-bordeaux.fr	Blaze Trip Sushi	restauration	Bordeaux	33	1	https://blaze-trip-sushi-bordeaux.fr
blendhamburger.com	Blend	restauration	Paris	75	1	https://www.blendhamburger.com
bleucanard-lille.com	Bleu Canard	restauration	Lille	59	1	https://www.bleucanard-lille.com/
bleurouge.fr	Bleu Rouge	artisanat_btp	Rouen	76	1	https://www.bleurouge.fr/sec-lindsay-s40.html
blinki.fr	Blinki	beaute_bienetre	Paris	75	1	https://blinki.fr
blisss.fr	Blisss Cuisine Instinctive	restauration	Bordeaux	33	1	https://www.blisss.fr/
blockout.fr	Block'out	restauration	Lille	59	1	https://www.blockout.fr/bo-lille
bloempot.fr	Bloempot	restauration	Lille	59	1	https://www.bloempot.fr/
bluebeach.fr	Blue Beach	restauration	Nice	6	1	https://www.bluebeach.fr/
bluecorner-rdv.fr	Blue Corner	beaute_bienetre	Paris	75	1	https://bluecorner-rdv.fr
blumcanebiere.com	Le Blum	restauration	Marseille	13	1	https://www.blumcanebiere.com/
bmxavenue.com	BMX Avenue	services_proximite	Montpellier	34	1	https://www.bmxavenue.com
bnjfood.fr	BNJ Food	restauration	Paris	75	1	https://bnjfood.fr/
bnwburger.com	Black and White	restauration	Paris	75	1	https://bnwburger.com/
boabane.com	Boabane	beaute_bienetre	Lyon	69	1	https://www.boabane.com/
bobbiecargo.fr	Bobbie Cargo	services_proximite	Lille	59	1	https://bobbiecargo.fr/
bobiclou.fr	Bobiclou - Vélo électrique	services_proximite	Paris	75	1	https://www.bobiclou.fr/content/bo-biclou-vincennes
bobsjuicebar.com	Bob's Café	restauration	Paris	75	1	https://bobsjuicebar.com/bob-s-caf%C3%A9.html
bobun-toulouse.fr	Bo-Bun	restauration	Toulouse	31	1	https://www.bobun-toulouse.fr/
bobun2go.fr	Bobun 2 go	restauration	Paris	75	1	https://bobun2go.fr
bocamexa.com	Bocamexa	restauration	Paris	75	1	https://www.bocamexa.com
boccaccia.fr	Boccaccia	restauration	Bordeaux	33	1	https://www.boccaccia.fr/
boccaccio-nice.com	Boccaccio	restauration	Nice	6	1	https://www.boccaccio-nice.com/
boccamar.com	Bocca Mar	restauration	Nice	6	1	https://www.boccamar.com/
boccanissa.com	Bocca Nissa	restauration	Nice	6	1	https://www.boccanissa.com
bocce.fr	Bocce	restauration	Bordeaux	33	2	https://bocce.fr
bocoiffeur.com	BO	beaute_bienetre	Toulouse	31	1	http://bocoiffeur.com/
bocuse-original-comptoir.fr	Original Comptoir	restauration	Lyon	69	1	https://www.bocuse-original-comptoir.fr/
bodega-bodega.fr	Bodega Bodega	restauration	Bordeaux	33	1	https://www.bodega-bodega.fr/
body-pilates.com	Body Pilates	beaute_bienetre	Toulouse	31	1	http://www.body-pilates.com/
bodycare-soisy.fr	Body Care	beaute_bienetre	Paris	75	1	https://bodycare-soisy.fr
bodyminute.com	Body Minute	beaute_bienetre	Paris	75	12	https://bodyminute.com/instituts/creteil-3484/
bodysano.com	Body Sano	beaute_bienetre	Lyon	69	1	https://bodysano.com/
bodysun.fr	Bodysun	beaute_bienetre	Paris	75	1	https://bodysun.fr/
boelle-couverture.com	A. Boëlle	artisanat_btp	Reims	51	1	https://www.boelle-couverture.com/
bohebon.fr	Bohébon	restauration	Toulouse	31	1	https://bohebon.fr/restaurants/bohebon-toulouse-filatiers/
boisdecordelamaison.fr	Bois décor de la maison	artisanat_btp	Paris	75	1	https://www.boisdecordelamaison.fr/
boisroulants.fr	Bois Roulants	services_proximite	Toulouse	31	1	https://boisroulants.fr
boiteahuitres.com	La Boîte à Huîtres	restauration	Bordeaux	33	1	http://www.boiteahuitres.com
bokaitaliankitchen.com	Boka	restauration	Toulouse	31	1	https://www.bokaitaliankitchen.com/
bokitfactory94.fr	Carribean Bokit Factory	restauration	Paris	75	1	https://bokitfactory94.fr/
bolinas.fr	Bolinas	restauration	Nice	6	1	https://www.bolinas.fr/
bolkiri.fr	Bolkiri	restauration	Paris	75	1	https://bolkiri.fr/
bollyfood-lyon.fr	Bolly Food	restauration	Lyon	69	1	https://bollyfood-lyon.fr
bollynan.com	Bollynan	restauration	Paris	75	1	https://www.bollynan.com/
bollywoodlollywood.fr	Bollywood Lollywood	restauration	Nice	6	1	https://www.bollywoodlollywood.fr/
bombaytacos.fr	Bombay Tacos	restauration	Bordeaux	33	1	https://bombaytacos.fr
bombora.fr	Bombora	restauration	Lille	59	1	https://bombora.fr/
bonhomme.com	Bonhomme	beaute_bienetre	Nantes	44	1	https://www.bonhomme.com/salon/nantes/
bonneauberge31.fr	La Bonne Auberge	restauration	Toulouse	31	1	https://www.bonneauberge31.fr/
bonopandas.com	Bonopandas	restauration	Toulouse	31	1	https://www.bonopandas.com/
booking.atelierdusourcil.com	L'atelier du sourcil	beaute_bienetre	Paris	75	1	https://booking.atelierdusourcil.com/ads783-poissy
bookings.zenchef.com	Kōyō Izakaya	restauration	Montpellier	34	1	https://bookings.zenchef.com/results?rid=362623
booksy.com	La Maison De Beauté	beaute_bienetre	Paris	75	1	https://booksy.com/fr-fr/23794_maison-de-beaute-jean-claude-biguine-antony_soins-de-la-peau_99140_antony
boonmi.sumupstore.com	Boon Mi Food	restauration	Marseille	13	1	https://boonmi.sumupstore.com/
bordeaux.danslenoir.com	Dans le Noir ?	restauration	Bordeaux	33	1	http://bordeaux.danslenoir.com/
bordeaux.intercontinental.com	Le Bordeaux	restauration	Bordeaux	33	1	https://bordeaux.intercontinental.com/le-bordeaux/
bordeauxplomberie.fr	BORDEAUX Plomberie	artisanat_btp	Bordeaux	33	1	https://www.bordeauxplomberie.fr/
borie-beaute.fr	Borie Beauté	beaute_bienetre	Paris	75	1	https://www.borie-beaute.fr
borisb.com	Boris B.	beaute_bienetre	Paris	75	1	https://borisb.com
borneoapp.com	Les Tontons Burger Lyon Montchat	restauration	Lyon	69	1	https://borneoapp.com/TontonBurgerMontchat
borrellyspa.fr	Borrelly Spa	beaute_bienetre	Lyon	69	1	https://www.borrellyspa.fr
boschcarservice.com	Bosch Car Service Garage Evolution	automobile	Lyon	69	3	https://www.boschcarservice.com/
boscolocollection.com	Angelo	restauration	Nice	6	1	https://boscolocollection.com/nice/en/angelo-terra-ditalia-restaurant/
botanicbarber.com	Botanic Barber	beaute_bienetre	Paris	75	1	https://botanicbarber.com
botch-cargobikes.fr	Botch Cargo Bikes	services_proximite	Toulouse	31	1	https://www.botch-cargobikes.fr/
boteca.fr	Botéca	beaute_bienetre	Nantes	44	1	https://www.boteca.fr
botna.fr	Botna	restauration	Toulouse	31	1	https://botna.fr/botna-beauzelle/
bouchon-bordelais.com	Le Bouchon Bordelais	restauration	Bordeaux	33	1	https://www.bouchon-bordelais.com/
boucleaboucle.com	Boucle à boucle	beaute_bienetre	Lyon	69	1	https://www.boucleaboucle.com/
bouclette.co	Bouclette	beaute_bienetre	Paris	75	1	https://bouclette.co
bouclettes-nantes.fr	Bouclettes	beaute_bienetre	Nantes	44	1	https://www.bouclettes-nantes.fr
boudier-metallerie.com	Sarl Boudier	artisanat_btp	Dijon	21	1	https://www.boudier-metallerie.com/
boudoirduregard.com	Le Boudoir du Regard	beaute_bienetre	Paris	75	1	https://www.boudoirduregard.com/
bouillonalcide.com	Petit Bouillon Alcide	restauration	Lille	59	1	https://www.bouillonalcide.com/fr/
bouilloncapitole.fr	Le Bouillon Capitole	restauration	Toulouse	31	1	https://www.bouilloncapitole.fr/fr/
bouillonlabege.com	Bouillon Labège	restauration	Toulouse	31	1	https://bouillonlabege.com/
bouillonmarguerite.fr	Bouillon Marguerite	restauration	Bordeaux	33	1	https://www.bouillonmarguerite.fr/
bouillonsaintjean.fr	Bouillon Saint-Jean	restauration	Bordeaux	33	1	https://www.bouillonsaintjean.fr/
boulangerie-ange.fr	Boulangerie Ange	restauration	Lyon	69	1	https://www.boulangerie-ange.fr/boulangerie/?id=27
boulangerie-cyprien.fr	Cyprien	restauration	Toulouse	31	1	https://www.boulangerie-cyprien.fr
boulangeries.marieblachere.com	Marie Blachère	restauration	Lyon	69	1	https://boulangeries.marieblachere.com/fr/france-FR/5450/marie-blachere-beynost/details
boulderline.fr	Boulder Café	restauration	Montpellier	34	1	https://boulderline.fr/boire-et-manger/
boulogne-billancourt.cyclable.com	Cyclable	services_proximite	Paris	75	1	https://boulogne-billancourt.cyclable.com/
boum-burger-colomiers.business.site	Boum Burger - Colomiers	restauration	Toulouse	31	1	https://boum-burger-colomiers.business.site/
boumburger.com	Boum Burger	restauration	Toulouse	31	1	http://boumburger.com/
bouranton.fr	Hubert peinture	artisanat_btp	Troyes	10	1	http://www.bouranton.fr/fr/information/58642/entreprises-artisans-commune
bourg-freres.fr	Bourg Frères	artisanat_btp	Pau	64	1	https://www.bourg-freres.fr
bouticycle.com	Bouticycle	services_proximite	Paris	75	1	https://bouticycle.com/-Chambourcy-
boutique.wefix.net	WeFix	services_proximite	Paris	75	1	https://boutique.wefix.net/62-wefix-taverny
boutiqueduvelo.com	La Boutique du Vélo	services_proximite	Montpellier	34	1	https://www.boutiqueduvelo.com/
boutiques-ateliers.repairandrun.com	Repair and run	services_proximite	Paris	75	1	https://boutiques-ateliers.repairandrun.com/paris-gare-de-lyon
boutiques.dreamsdonuts.com	Dreams Donuts	restauration	Montpellier	34	1	https://boutiques.dreamsdonuts.com/lattes
boutiques.sequoiapressing.fr	Sequoia Pressing	services_proximite	Paris	75	1	https://boutiques.sequoiapressing.fr/KOBO
bouvraispascal-couverture-poissy.fr	Bouvrais & Fils	artisanat_btp	Paris	75	1	https://www.bouvraispascal-couverture-poissy.fr/
bow-bordeaux.fr	Bow	restauration	Bordeaux	33	1	https://www.bow-bordeaux.fr/
bowleatrestaurant.fr	Bowl Eat	restauration	Bordeaux	33	1	https://www.bowleatrestaurant.fr/
bpa-debouchage.fr	B. Plomberie Aissainissement	artisanat_btp	Paris	75	1	https://bpa-debouchage.fr
bpibeynost.fr	La Boutique du Menuisier	artisanat_btp	Lyon	69	1	http://www.bpibeynost.fr/
bpinnov.com	BP Innov' Lorient	artisanat_btp	Lorient	56	1	https://www.bpinnov.com
bpmgroup.fr	Bpm Cars - Mercedes-Benz Nantes Sud - Rezé	automobile	Nantes	44	1	https://www.bpmgroup.fr/concessions/mercedes-benz-nantes-sud/
brasserie-arcades.com	Les Arcades	restauration	Toulouse	31	1	http://brasserie-arcades.com
brasserie-bordelaise.fr	La Brasserie Bordelaise	restauration	Bordeaux	33	1	https://www.brasserie-bordelaise.fr/
brasserie-delapaix.fr	Bouillon de la Paix	restauration	Lille	59	1	https://www.brasserie-delapaix.fr/
brasserie-des-fleurs.eatbu.com	Brasserie des Fleurs	restauration	Montpellier	34	1	https://brasserie-des-fleurs.eatbu.com/?lang=fr
brasserie-du-carre-vert.fr	La Brasserie du Carré Vert	restauration	Toulouse	31	1	https://www.brasserie-du-carre-vert.fr/
brasserie-dufour.fr	Brasserie Dufour	restauration	Lille	59	1	https://brasserie-dufour.fr/
brasserie-flandre-croix.fr	Le Flandre	restauration	Lille	59	1	https://www.brasserie-flandre-croix.fr/
brasserie-graindorge.net	Le Grain d'Orge	restauration	Lille	59	1	https://www.brasserie-graindorge.net/
brasserie-julien.com	Brasserie Julien	restauration	Nice	6	1	https://www.brasserie-julien.com/
brasserie-la-cloche.hubside.fr	La Cloche	restauration	Lille	59	1	https://brasserie-la-cloche.hubside.fr/
brasserie-lachicoree.fr	La Chicorée	restauration	Lille	59	1	https://www.brasserie-lachicoree.fr/
brasserie-lahoublonniere-lille.fr	La Houblonnière	restauration	Lille	59	1	https://www.brasserie-lahoublonniere-lille.fr/
brasserie-le-137.com	Brasserie Le 137	restauration	Lille	59	1	https://brasserie-le-137.com/
brasserie-le-tourny-bordeaux.fr	Brasserie Le Tourny	restauration	Bordeaux	33	1	http://brasserie-le-tourny-bordeaux.fr/
brasserie-lebidule.com	Le Bidule	restauration	Toulouse	31	1	https://brasserie-lebidule.com/
brasserie-o-mana.fr	Ô Mana	restauration	Toulouse	31	1	https://brasserie-o-mana.fr
brasserie-pompette.com	Brasserie Pompette	restauration	Montpellier	34	1	https://www.brasserie-pompette.com/
brasserie-quebec-nice.com	Le Québec	restauration	Nice	6	1	https://www.brasserie-quebec-nice.com/
brasserie-tandem.com	Tandem	restauration	Lille	59	1	https://www.brasserie-tandem.com
brasserieandre.fr	Brasserie André	restauration	Lille	59	1	https://brasserieandre.fr/
brasseriebasile.fr	Le Basile	restauration	Bordeaux	33	1	https://www.brasseriebasile.fr/
brasserieborriglione.fr	Brasserie Borriglione	restauration	Nice	6	1	https://brasserieborriglione.fr
brasseriedecastillon.com	Brasserie de Castillon	restauration	Nice	6	1	https://www.brasseriedecastillon.com
