domaine	nom	niche	ville	dept	nb_etablissements	url_brute
lagoon-wash.business.site	Lagoon Wash	services_proximite	Paris	75	1	https://lagoon-wash.business.site/
lagourmandinecotecathedrale.fr	La Gourmandine	restauration	Toulouse	31	1	https://lagourmandinecotecathedrale.fr/
lagrandpizzeria.fr	La Grand' Pizzeria	restauration	Toulouse	31	1	https://lagrandpizzeria.fr/
lagrangeavelo.com	La Grange à Vélo	services_proximite	Grenoble	38	1	https://www.lagrangeavelo.com/
lagrangeavelos.fr	La Grange à Vélos	services_proximite	Paris	75	1	https://lagrangeavelos.fr
lagrotte-13.com	Bar Restaurant de La Grotte	restauration	Marseille	13	1	http://www.lagrotte-13.com
laguerre.fr	Laguerre	artisanat_btp	Rouen	76	1	http://www.laguerre.fr/
laguinguette-enlair.fr	La guinguette en l'air	restauration	Toulouse	31	1	https://laguinguette-enlair.fr/
laguinguettederogeretfifi.eatbu.com	La guinguette de Roger & Fifi	restauration	Montpellier	34	1	https://laguinguettederogeretfifi.eatbu.com/?lang=fr
lahaltedegairaut.fr	La halte de Gairaut	restauration	Nice	6	1	https://lahaltedegairaut.fr
lahcen.idouakass.free.fr	Le Safran	restauration	Toulouse	31	1	http://lahcen.idouakass.free.fr/
lahowarderie.be	La Howarderie	restauration	Lille	59	1	https://www.lahowarderie.be/
lairedefamille.com	l'Aire de Famille	restauration	Lille	59	1	https://www.lairedefamille.com/nl/adres-contact/
laissezlesfers.com	Laissez Les Fers	services_proximite	Nice	6	1	https://www.laissezlesfers.com/
lakasbah.fr	La Kasbah	restauration	Toulouse	31	1	https://www.lakasbah.fr
lakazcaribbean.fr	La Kaz' Caribbean	restauration	Bordeaux	33	1	https://lakazcaribbean.fr/
lakazdalerie.fr	La Kazdalerie	restauration	Paris	75	1	https://www.lakazdalerie.fr/
lakson.fr	Laksøn	restauration	Lille	59	1	http://www.lakson.fr
lalabeaute.fr	Lala Beauté	beaute_bienetre	Paris	75	1	https://www.lalabeaute.fr
lalaiterie.fr	La laiterie	restauration	Lille	59	1	https://www.lalaiterie.fr/
lalangouste.fr	La Langouste	restauration	Nice	6	1	https://lalangouste.fr
lalavandiere35.fr	La Lavandière des Lices	services_proximite	Rennes	35	1	https://lalavandiere35.fr/contact/#leslices
lalcala.com	L'Alcala	restauration	Bordeaux	33	1	https://www.lalcala.com/
lalchimie-restaurant.com	l'Alchimie	restauration	Nice	6	1	https://www.lalchimie-restaurant.com/
lalcove-paris.com	L'Alcôve	beaute_bienetre	Paris	75	1	https://www.lalcove-paris.com
laleatable.com	L'Aléa Table	restauration	Toulouse	31	1	https://www.laleatable.com
lalliancedesplaisirs.fr	L'Alliance des Plaisirs	restauration	Montpellier	34	1	http://www.lalliancedesplaisirs.fr
laloi-menuiseries.com	Laloi Menuiseries	artisanat_btp	Toulouse	31	1	https://www.laloi-menuiseries.com
lalouer-boucher.com	Lalouer Boucher SCOP	artisanat_btp	Brest	29	1	https://www.lalouer-boucher.com/
lalouette.metro.rest	L'Alouette	restauration	Toulouse	31	1	https://lalouette.metro.rest/
laloukapizzeria.fr	La Louka Pizzeria	restauration	Toulouse	31	1	https://www.laloukapizzeria.fr/carte-1
lalucklille.com	La Luck	restauration	Lille	59	1	http://www.lalucklille.com/
lalveola.com	L'Alveola, Pizza al taglio	restauration	Marseille	13	1	https://www.lalveola.com/
lam-marseille.fr	LAM	services_proximite	Marseille	13	3	lam-marseille.fr
lamainalapate.pizza	La main à la pâte	restauration	Lille	59	1	https://www.lamainalapate.pizza/
lamaisonauteuil.fr	La Maison Auteuil	beaute_bienetre	Paris	75	1	http://lamaisonauteuil.fr
lamaisondanna.org	La Maison d'Anna	restauration	Montpellier	34	1	https://lamaisondanna.org/
lamaisondebeaute.fr	La Maison de Beauté	beaute_bienetre	Toulouse	31	1	https://www.lamaisondebeaute.fr/
lamaisondemarie.com	La Maison de Marie	restauration	Nice	6	1	https://www.lamaisondemarie.com/
lamaisonduplacard.fr	La maison du placard	artisanat_btp	Paris	75	1	https://lamaisonduplacard.fr/pages/magasin.php?id=10
lamaisondutuina.com	La maison de tui na	beaute_bienetre	Paris	75	1	https://lamaisondutuina.com
lamanne.fr	Le Levant	restauration	Marseille	13	1	https://www.lamanne.fr/
lamanufacturerestaurant.com	La Manufacture	restauration	Toulouse	31	1	https://www.lamanufacturerestaurant.com/
lamanufacturetoulouse.fr	La Manufacture	restauration	Toulouse	31	1	https://lamanufacturetoulouse.fr
lambert-licorni.fr	Ambert icorni	artisanat_btp	Nancy	54	1	https://www.lambert-licorni.fr/
lamedee.fr	L'Amédée	restauration	Bordeaux	33	1	https://www.lamedee.fr/
lamenuiseriedechampagne.com	La Menuiserie de Champagne	artisanat_btp	Reims	51	1	http://lamenuiseriedechampagne.com/
lamerebrazier.fr	Mère Brazier	restauration	Lyon	69	1	https://lamerebrazier.fr
lamerenda.net	La Merenda	restauration	Nice	6	1	https://lamerenda.net/
lamesadelola.com	La Mesa de Lola	restauration	Toulouse	31	1	https://lamesadelola.com/
lamiecaline.com	La Mie Câline	restauration	Lille	59	1	https://www.lamiecaline.com/boutiques/lille-gambetta/
lamilonga-toulouse.fr	La Milonga	restauration	Toulouse	31	1	http://www.lamilonga-toulouse.fr/
lamire-securite.com	Lamiré Sécurité	artisanat_btp	Brest	29	1	https://lamire-securite.com
lamontgolfiere.mc	La Montgolfière	restauration	Nice	6	1	http://www.lamontgolfiere.mc/
lamourapizza.fr	L'Amoura Pizza	restauration	Toulouse	31	1	http://lamourapizza.fr/
lamsbarber.fr	Lam’s Barber	beaute_bienetre	Lyon	69	1	https://www.lamsbarber.fr/
lancetahache.fr	Lance Ta Hache	restauration	Montpellier	34	1	https://lancetahache.fr/
landot-john.business.site	John Landot	beaute_bienetre	Paris	75	1	https://landot-john.business.site
landrover-rennes.com	Mail Automobiles	automobile	Rennes	35	1	https://www.landrover-rennes.com/
lanipote.fr	La Nipote	restauration	Montpellier	34	1	https://lanipote.fr
lannexe-diep.eatbu.com	L'annexe "Diep"	restauration	Paris	75	1	https://lannexe-diep.eatbu.com/?lang=fr
lannexe-lille.fr	L'Annexe	restauration	Lille	59	1	https://www.lannexe-lille.fr
lanoria-toulouse.fr	La Noria	restauration	Toulouse	31	1	https://lanoria-toulouse.fr/
lanotebleue.mc	La Note Bleue	restauration	Nice	6	1	https://lanotebleue.mc/
lanouvellegarde.com	Brasserie Vinatier	restauration	Bordeaux	33	1	https://lanouvellegarde.com/fr/brasserie-vinatier/
lantawok.com	Cali Crousty	restauration	Paris	75	1	http://www.lantawok.com
lantica.fr	L'Antica	restauration	Nice	6	1	https://lantica.fr/fr
lanticapizzeria.fr	L'Antica	restauration	Toulouse	31	1	https://lanticapizzeria.fr/
lantidotenice.fr	l'antidote	restauration	Nice	6	1	https://lantidotenice.fr
lantidotespa.com	L'Antidote	beaute_bienetre	Saint-Etienne	42	1	http://www.lantidotespa.com
lantrecoupe-genay.fr	L’Antre Coupe	beaute_bienetre	Lyon	69	1	https://lantrecoupe-genay.fr/
laovientiane.fr	Lao Vientiane	restauration	Nice	6	1	https://laovientiane.fr/
lapailloteacrepes.com	La paillote à crepes	restauration	Montpellier	34	2	https://www.lapailloteacrepes.com/
lapaniolade.fr	La Paniolade	restauration	Toulouse	31	1	https://www.lapaniolade.fr/
lapanuquera.com	Pizzeria La Panuquera	restauration	Toulouse	31	1	https://www.lapanuquera.com/
laparentaiseinstitut.fr	La Parent'Aise	beaute_bienetre	Paris	75	1	https://www.laparentaiseinstitut.fr/
lapartdesangesmontpellier.com	La Part des Anges	restauration	Montpellier	34	1	https://www.lapartdesangesmontpellier.com/
lapataterie.fr	La Pataterie	restauration	Montpellier	34	1	https://www.lapataterie.fr
lapatronne.eatbu.com	Pizza La Patronne	restauration	Marseille	13	1	https://lapatronne.eatbu.com/
lapause-villejuif.fr	La Pause	restauration	Paris	75	1	https://www.lapause-villejuif.fr/
lapauselibanaise.com	La Pause Libanaise Street Food	restauration	Paris	75	1	https://lapauselibanaise.com/
lapechealavigne.com	La Peche à la Vigne	restauration	Nice	6	1	https://lapechealavigne.com/
lapetiteauberge-haubourdin.fr	La Petite Auberge	restauration	Lille	59	1	https://www.lapetiteauberge-haubourdin.fr/
lapetitecaillefives.net	La Petite Caille	restauration	Lille	59	1	https://lapetitecaillefives.net/
lapetitecour-lille.fr	La Petite Cour	restauration	Lille	59	1	http://www.lapetitecour-lille.fr
lapetitecuisinedemarguerite.fr	La petite cuisine de Marguerite	restauration	Bordeaux	33	1	https://lapetitecuisinedemarguerite.fr/
lapetitefermelyon.fr	La Petite Ferme	restauration	Lyon	69	1	https://lapetitefermelyon.fr
lapetitepause.fr	La Petite Pause	restauration	Strasbourg	67	3	https://www.lapetitepause.fr/
lapetiterennes.org	La Petite Rennes	services_proximite	Rennes	35	1	https://lapetiterennes.org/
lapetiterockette.org	La Cycklette	services_proximite	Paris	75	1	http://www.lapetiterockette.org/atelier_velo_cooperatif_cycklette/
lapetitesavoie.fr	La Petite Savoie	restauration	Bordeaux	33	1	http://www.lapetitesavoie.fr/
lapetitetable-vieuxlille.com	La Petite Table	restauration	Lille	59	1	http://www.lapetitetable-vieuxlille.com/
lapeveledalorenzo.fr	La Pévèle da Lorenzo	restauration	Lille	59	1	http://www.lapeveledalorenzo.fr/
lapiazza-bousbecque.fr	La Piazza	restauration	Lille	59	1	https://lapiazza-bousbecque.fr/
lapiazzadesfrangins.com	La Piazza des Frangins	restauration	Marseille	13	1	https://lapiazzadesfrangins.com/
lapignata-nice.zenchef.com	La Pignata	restauration	Nice	6	1	https://lapignata-nice.zenchef.com/
lapinederestaurant.com	La Pinède	restauration	Nice	6	1	https://www.lapinederestaurant.com
lapizz-bordeaux.fr	La Pizz	restauration	Bordeaux	33	1	http://lapizz-bordeaux.fr/
lapizzaaufeudebois06.fr	La pizza au feu du bois	restauration	Nice	6	1	https://lapizzaaufeudebois06.fr/
lapizzadenico.com	La Pizza de Nico	restauration	Bordeaux	33	3	https://lapizzadenico.com/restaurant/le-pian-medoc/
lapizzadudimanchesoir.fr	La Pizza du Dimanche Soir	restauration	Paris	75	1	https://lapizzadudimanchesoir.fr/nos-boutiques/
lapizzafanny.fr	La pizz'a Fanny	restauration	Bordeaux	33	1	https://www.lapizzafanny.fr/
lapizzalesite.fr	La Pizza	restauration	Paris	75	1	http://www.lapizzalesite.fr/
lapizzatheque.fr	La Pizzathèque	restauration	Toulouse	31	1	https://www.lapizzatheque.fr/
lapizzatiere.fr	La Pizzatière	restauration	Toulouse	31	1	http://www.lapizzatiere.fr/nos-magasins/tournefeuille
lapizzeria-roncq.com	La Pizzeria du Blanc-Four	restauration	Lille	59	1	http://www.lapizzeria-roncq.com/
lapizzeria31.fr	La Pizzeria	restauration	Toulouse	31	1	https://www.lapizzeria31.fr/
lapizzeriasicilia.fr	La Sicilia	restauration	Lyon	69	1	https://www.lapizzeriasicilia.fr/
laplanchti.eatbu.com	La Planch'Ti	restauration	Lille	59	1	https://laplanchti.eatbu.com/?lang=fr
laplanxa.fr	La Planxa	restauration	Nice	6	1	https://www.laplanxa.fr/
laplomberiefrancaise.fr	La Plomberie Française - LPF	artisanat_btp	Rennes	35	1	https://www.laplomberiefrancaise.fr/
lapopotedeginette.fr	La popote de Ginette	restauration	Lyon	69	1	https://lapopotedeginette.fr
laposevegetale.fr	La Pose Végétale	beaute_bienetre	Saint-Etienne	42	1	https://www.laposevegetale.fr/saint-etienne
laprairiemimosa.com	Le Montys	restauration	Montpellier	34	1	http://www.laprairiemimosa.com/
lapreskil-sarcelles.com	Le Preskil	restauration	Paris	75	1	http://www.lapreskil-sarcelles.com/
laptiteadresse-cysoing.com	La P'tite Adresse	restauration	Lille	59	1	http://www.laptiteadresse-cysoing.com/
laptiterustine.fr	La P'tite Rustine	services_proximite	Lyon	69	1	https://www.laptiterustine.fr/
lapulcinella.com	Pulcinella	restauration	Marseille	13	1	http://www.lapulcinella.com/
lar21.fr	Lar 21	beaute_bienetre	Paris	75	1	http://lar21.fr/
larajasthani.fr	La Rajasthani	restauration	Toulouse	31	1	https://www.larajasthani.fr/
larat.com	Menuiserie Larat	artisanat_btp	Lyon	69	1	https://www.larat.com/
larbois.fr	La Table de L’Arbois	restauration	Marseille	13	1	http://www.larbois.fr/pageDynamique.php?titre=Restaurant&page_id=1
larbre-restaurant.fr	L'Arbre Blanc	restauration	Montpellier	34	1	https://larbre-restaurant.fr/
larbre.com	Restaurant de l'Arbre	restauration	Lille	59	1	https://www.larbre.com
larbreasushi.eatbu.com	L'Arbre à Sushi	restauration	Toulouse	31	1	https://larbreasushi.eatbu.com/
lardoise-brasserie.zenchef.com	L'ardoise	restauration	Lille	59	1	http://lardoise-brasserie.zenchef.com/
lardoisebeauzelle.sitew.fr	L'Ardoise	restauration	Toulouse	31	1	https://lardoisebeauzelle.sitew.fr/
larepasserie91.fr	La Repasserie 91	services_proximite	Paris	75	1	https://www.larepasserie91.fr/
lareservedenice.fr	La Réserve	restauration	Nice	6	1	https://www.lareservedenice.fr/fr/
lareservetoulouse.fr	La Réserve	restauration	Toulouse	31	1	https://www.lareservetoulouse.fr/
largilla.blogspot.fr	L’Argilla - Restaurant L'Atelier Culinaire	restauration	Marseille	13	1	http://largilla.blogspot.fr/p/la-carte.html
larivierarestaurant.fr	La Riviera	restauration	Marseille	13	1	https://larivierarestaurant.fr/
larlequinmontpellier.com	L'Arlequin	restauration	Montpellier	34	1	https://larlequinmontpellier.com/
laroma-pizza.com	La Roma Pizza	restauration	Bordeaux	33	1	https://laroma-pizza.com
laroma-pizza.fr	La Roma pizza	restauration	Bordeaux	33	1	https://laroma-pizza.fr/
laromat.com	L'Aromat	restauration	Marseille	13	1	https://www.laromat.com/
laromate.fr	Aromate	restauration	Nice	6	1	https://laromate.fr
laromatheque.fr	L'aromathèque	beaute_bienetre	Lyon	69	1	http://www.laromatheque.fr
larossettisserie.com	La Rossettisserie	restauration	Nice	6	1	https://www.larossettisserie.com/
laroueliber.fr	La Roue Liber	services_proximite	Paris	75	1	https://laroueliber.fr/
larouelibre-grenoble.fr	La Roue Libre	services_proximite	Grenoble	38	1	https://larouelibre-grenoble.fr/
larouelibre.fr	La Roue Libre Cagnes	services_proximite	Nice	6	2	https://www.larouelibre.fr
larripa-peinture.com	Pierre Larripa	artisanat_btp	Pau	64	1	https://larripa-peinture.com/
lart-des-mets.com	L'Art des Mets	restauration	Marseille	13	1	http://www.lart-des-mets.com
lart2plr-coiffure.fr	L'Art 2Pl'r	beaute_bienetre	Paris	75	1	https://www.lart2plr-coiffure.fr/
lartimon.com	L'Artimon	restauration	Montpellier	34	1	https://www.lartimon.com/
lartisanbarbier.com	L'Artisan Barbier	beaute_bienetre	Lyon	69	1	https://www.lartisanbarbier.com
lartisanburger.com	Lart’isan Burger	restauration	Lyon	69	1	https://lartisanburger.com/
lartisancoiffeur92.com	L'Artisan Coiffeur	beaute_bienetre	Paris	75	1	https://www.lartisancoiffeur92.com/
lartisanpizzaiolo.fr	Escal'Istanbul	restauration	Toulouse	31	1	https://lartisanpizzaiolo.fr
laruche-marseille.fr	La Ruche	restauration	Marseille	13	1	http://www.laruche-marseille.fr/
las-du-manouche.cover.page	L’As du Man’ouché	restauration	Paris	75	1	https://las-du-manouche.cover.page/
las2pizz.fr	L'As 2 Pizz	restauration	Toulouse	31	1	https://www.las2pizz.fr/
lasabicherie.com	La Sabicherie	restauration	Paris	75	1	https://www.lasabicherie.com/
lasandwicherie-stains.fr	La Sandwicherie	restauration	Paris	75	1	http://lasandwicherie-stains.fr/
lasardinebleue.org	La Sardine Bleue	services_proximite	Paris	75	1	https://lasardinebleue.org/
lascala-merignac.com	L'Escale à Pizza	restauration	Bordeaux	33	1	https://lascala-merignac.com/
laschicas.fr	Las Chicas	restauration	Toulouse	31	1	https://laschicas.fr/
lasdushawarma.fr	L'As du Shawarma	restauration	Paris	75	1	https://lasdushawarma.fr/fr
laseraddict.fr	LaserAddict	beaute_bienetre	Saint-Etienne	42	1	https://laseraddict.fr/centre/laseraddict-saint-etienne/
laserenata.fr	La Serenata	restauration	Marseille	13	1	https://www.laserenata.fr/
lasicilienne.fr	La Sicilienne	restauration	Paris	75	1	http://www.lasicilienne.fr/
lasirene.paris	La Sirène	services_proximite	Paris	75	1	https://www.lasirene.paris
lasoupeaucaillou.fr	La soupe au caillou	restauration	Toulouse	31	1	http://lasoupeaucaillou.fr/
lasourisverte.org	Atelier de la Souris Verte	services_proximite	Saint-Etienne	42	1	https://lasourisverte.org
lasquadrawambrechies.com	La Squadra	restauration	Lille	59	1	https://www.lasquadrawambrechies.com/
lassiettedelepicerie.blogspot.com	L'Assiette de l'Epicerie	restauration	Bordeaux	33	1	https://lassiettedelepicerie.blogspot.com/
lassiettevoyageuse31.fr	L'Assiette Voyageuse 31	restauration	Toulouse	31	1	https://www.lassiettevoyageuse31.fr/
lastazione-cassis.com	La Stazione	restauration	Marseille	13	1	https://lastazione-cassis.com/
lastorianice.com	La Storia	restauration	Nice	6	1	https://www.lastorianice.com/
latable5.com	La Table Cinq	restauration	Marseille	13	1	http://www.latable5.com/
latabledarcins.com	La Table d'Arcins	restauration	Bordeaux	33	1	https://latabledarcins.com
latabledaugustin.fr	La Table d'Augustin	restauration	Marseille	13	1	http://www.latabledaugustin.fr/
latablededomi.fr	La Table de Domi	restauration	Nice	6	1	https://www.latablededomi.fr/
latablededouard.fr	La Table d'Édouard	restauration	Lille	59	1	https://www.latablededouard.fr/
latabledelaurent.com	La Table de Laurent	restauration	Toulouse	31	1	https://latabledelaurent.com/
latabledemamane.fr	La table de Mamane	restauration	Nice	6	1	https://www.latabledemamane.fr/
latabledemiletoulouse.fr	La Table d'Emile & Fernand	restauration	Toulouse	31	1	https://www.latabledemiletoulouse.fr/
latabledesbaous.fr	La Table des Baous	restauration	Nice	6	1	https://latabledesbaous.fr/
latabledevoltaire.wixsite.com	La Table de Voltaire	restauration	Marseille	13	1	http://latabledevoltaire.wixsite.com/restaurant
latableducolysee.fr	La Table du Colysée	restauration	Lille	59	1	https://www.latableducolysee.fr/
latabledufort.fr	La Table du Fort	restauration	Marseille	13	1	https://www.latabledufort.fr/
latabledusiam.fr	La Table de Siam	restauration	Lille	59	1	http://www.latabledusiam.fr
latablemarocaine34.fr	La Table Marocaine	restauration	Montpellier	34	1	https://latablemarocaine34.fr
lataqueriatoulouse.fr	La Taqueria Toulouse	restauration	Toulouse	31	1	https://lataqueriatoulouse.fr/
latartane.eatbu.com	La Tartane	restauration	Nice	6	1	https://latartane.eatbu.com
latarterietoulouse.fr	La Tarterie	restauration	Toulouse	31	1	https://www.latarterietoulouse.fr/
latasca.fr	La Tasca	restauration	Marseille	13	1	https://www.latasca.fr/
lataverne-eze.fr	La Taverne	restauration	Nice	6	1	https://www.lataverne-eze.fr/
lateinturerie.fr	Koala Pressing	services_proximite	Paris	75	1	https://www.lateinturerie.fr
latelier-de-leclat.fr	L'Atelier de l'Éclat	services_proximite	Rennes	35	1	https://latelier-de-leclat.fr
latelier-deugenie.fr	L'Atelier d'Eugénie	beaute_bienetre	Lyon	69	1	https://www.latelier-deugenie.fr/
latelier-pizza-lyon.eatbu.com	L'atelier Pizza	restauration	Lyon	69	1	https://latelier-pizza-lyon.eatbu.com
latelier29.business.site	Atelier 29	restauration	Montpellier	34	1	https://latelier29.business.site/
latelier78.com	L'Atelier	services_proximite	Paris	75	1	https://latelier78.com/
latelierach.fr	L'Atelier Ach	beaute_bienetre	Paris	75	1	https://www.latelierach.fr/
lateliercoiffure-salon.fr	L’atelier Coiffure	beaute_bienetre	Nantes	44	1	http://lateliercoiffure-salon.fr/
lateliercoiffuremazargues.fr	Coiffure Mazargues Marseille	beaute_bienetre	Marseille	13	1	http://www.lateliercoiffuremazargues.fr/
latelierdebecky.com	L'Atelier de Becky	services_proximite	Montpellier	34	1	https://latelierdebecky.com/
latelierdecristina.com	L'atelier de Cristina	beaute_bienetre	Paris	75	1	http://latelierdecristina.com/
latelierdelecharpe.fr	L'Atelier de l'Écharpe	restauration	Toulouse	31	1	http://www.latelierdelecharpe.fr/
latelierdemaud.fr	L'atelier de Maud	beaute_bienetre	Toulouse	31	1	https://www.latelierdemaud.fr/
latelierdemilhane95.fr	L'Atelier de Milhane	beaute_bienetre	Paris	75	1	https://www.latelierdemilhane95.fr/
latelierderetouches.fr	L'Atelier de Retouches	beaute_bienetre	Lyon	69	1	https://www.latelierderetouches.fr
latelierdesam.com	L'Atelier de Sam	beaute_bienetre	Paris	75	1	https://www.latelierdesam.com
latelierdesplats.wixsite.com	L'Atelier des Plats	restauration	Toulouse	31	1	http://latelierdesplats.wixsite.com/restaurant
latelierdu2roues.com	L'atelier du 2 roues	automobile	Toulon	83	1	https://www.latelierdu2roues.com/
latelierduciseau.com	L'atelier du Ciseau	beaute_bienetre	Rouen	76	1	https://www.latelierduciseau.com/
latelierduvelo-cachan.fr	L'atelier du vélo	services_proximite	Paris	75	1	http://latelierduvelo-cachan.fr/
latelieressonne.fr	L'Atelier	beaute_bienetre	Paris	75	1	https://www.latelieressonne.fr/
latelierlior.com	L'Atelier Lior	beaute_bienetre	Paris	75	1	https://www.latelierlior.com
latelierm-menuiserie.fr	LAtelier M	artisanat_btp	Troyes	10	1	https://latelierm-menuiserie.fr
lateliersando.fr	L'atelier Sando	restauration	Paris	75	1	https://lateliersando.fr/
laterrasse-nice.com	La Terrasse	restauration	Nice	6	1	https://www.laterrasse-nice.com/
laterrasse-restaurant.com	La Terrasse du Bouscat	restauration	Bordeaux	33	1	https://www.laterrasse-restaurant.com/
laterrasseduheron.fr	La Terrasse du Héron	restauration	Lille	59	1	https://www.laterrasseduheron.fr/
latitudezen-institutdebeaute.com	Latitude Zen	beaute_bienetre	Paris	75	1	https://latitudezen-institutdebeaute.com
latmo-pizzas-and-burgers.business.site	L'Atmo Pizza	restauration	Lille	59	1	https://latmo-pizzas-and-burgers.business.site/
latomate.eatbu.com	La Tomate	restauration	Montpellier	34	1	https://latomate.eatbu.com/
latopina.com	Café-Restaurant culturel occitan La Topina	restauration	Toulouse	31	1	https://latopina.com/
latourdepiza.com	La Tour de Piz'a	restauration	Montpellier	34	1	https://www.latourdepiza.com/
latradizionebordeaux.fr	La Tradizione	restauration	Bordeaux	33	1	https://www.latradizionebordeaux.fr/
latrattoria-nice.fr	La Trattoria	restauration	Nice	6	1	https://latrattoria-nice.fr/fr
lattemarseille.fr	Latté	restauration	Marseille	13	1	https://lattemarseille.fr/fr
latupina.com	La Tupiña	restauration	Bordeaux	33	2	http://www.latupina.com/tupina-restaurant-bordeaux/
lauberge-mouvaux.fr	l'auberge de Mouvaux	restauration	Lille	59	1	https://www.lauberge-mouvaux.fr/
laubergedelaforge.com	Auberge de la Forge	restauration	Toulouse	31	1	https://laubergedelaforge.com/
laubergeoise.octotable.com	L'aubergeoise	restauration	Lille	59	1	https://laubergeoise.octotable.com/index.html
laubergin.fr	L'Auberg'in	restauration	Lille	59	1	https://www.laubergin.fr/
laurab.fr	Laura.B	beaute_bienetre	Paris	75	1	https://www.laurab.fr/
lauregabillet.com	Laure Gabillet	beaute_bienetre	Paris	75	1	https://www.lauregabillet.com
laurentdacosta-coiffeur.fr	Laurent Da Costa	beaute_bienetre	Toulouse	31	1	https://www.laurentdacosta-coiffeur.fr/
laurentdjebar.fr	Au Salon	beaute_bienetre	Paris	75	1	http://laurentdjebar.fr/
laurettelille.fr	Laurette	restauration	Lille	59	1	https://www.laurettelille.fr/
laurieinstantnature.fr	Instant Nature	beaute_bienetre	Saint-Etienne	42	1	https://www.laurieinstantnature.fr
lauthentiquepizza.com	L'Authentique Pizzeria	restauration	Nice	6	3	https://lauthentiquepizza.com/
lav35cesson.free.fr	Laverie des Arcades	services_proximite	Rennes	35	1	http://lav35cesson.free.fr/
lavaguenice.fr	La Vague	restauration	Nice	6	1	https://lavaguenice.fr
lavalsiere.lesdeuxberets.fr	Les Deux Bérets	restauration	Montpellier	34	1	https://lavalsiere.lesdeuxberets.fr/
lavandiere-des-lices.fr	La Lavandière Des Lices	services_proximite	Rennes	35	1	https://www.lavandiere-des-lices.fr/
lavatrans.com	Lavatrans	automobile	Toulouse	31	2	https://www.lavatrans.com/
lavauto31.com	Lavauto'31	automobile	Toulouse	31	1	https://lavauto31.com
lavclub.net	Lav'Club Ortolan	services_proximite	Paris	75	1	https://lavclub.net/laverie/laverie-lavclub-ortolan/
lave-moi.fr	Lave-Moi si tu peux	services_proximite	Paris	75	1	https://lave-moi.fr/
lavela-plage.com	La Vela	restauration	Nice	6	1	http://www.lavela-plage.com
laventureavelo.com	L'Aventure à Vélo	services_proximite	Paris	75	1	https://laventureavelo.com/
laverie-automatique.bzh	Dmt France	services_proximite	Rennes	35	2	https://www.laverie-automatique.bzh/
laverie-factory.com	Laverie Factory	services_proximite	Montpellier	34	1	https://laverie-factory.com/
laverie-grenoble.fr	Laverie Stalingrad	services_proximite	Grenoble	38	10	http://www.laverie-grenoble.fr/laverie-stalingrad
laverie-nanterre.fr	Wash'n Dry	services_proximite	Paris	75	1	https://www.laverie-nanterre.fr/
laverie-nice-delfino-laundromat.business.site	MaLaverie Delfino	services_proximite	Nice	6	1	https://laverie-nice-delfino-laundromat.business.site/
laverie-open-clean-borderouge.business.site	Laverie Open Clean Borderouge	services_proximite	Toulouse	31	1	https://laverie-open-clean-borderouge.business.site/
laverie-poissy.business.site	Laverie Poissy	services_proximite	Paris	75	1	https://laverie-poissy.business.site/
laverie-rennes.fr	Edgar	services_proximite	Rennes	35	1	https://www.laverie-rennes.fr/
laverie-rossini.business.site	Laverie Rossini	services_proximite	Nice	6	1	https://laverie-rossini.business.site/
laverie-sbs.fr	Laverie SBS	services_proximite	Paris	75	1	https://laverie-sbs.fr/laveries/annonciation/
laverie-sevigne.fr	Laverie Sévigné	services_proximite	Rennes	35	1	https://laverie-sevigne.fr/
laverie-speedqueen-blagnac.com	Speed Queen	services_proximite	Toulouse	31	1	https://laverie-speedqueen-blagnac.com
laverie-velizy.com	Laverie du Mail	services_proximite	Paris	75	1	https://www.laverie-velizy.com/
laveriedebretagne.free.fr		services_proximite	Paris	75	1	http://laveriedebretagne.free.fr/
laveries-lam.fr	LAM	services_proximite	Marseille	13	2	https://www.laveries-lam.fr/
laveries-paris.e-monsite.com	Laverie du Quartier	services_proximite	Paris	75	1	https://laveries-paris.e-monsite.com/pages/plan-d-acces.html
laveriesaquamat.com	Aquamat	services_proximite	Paris	75	1	https://www.laveriesaquamat.com/
laveriessbd.fr	Laverie La Fontaine	services_proximite	Paris	75	1	http://www.laveriessbd.fr/
laverriere-toulouse.fr	La Verrière	restauration	Toulouse	31	1	https://www.laverriere-toulouse.fr
lavieillecrepe.com	La Vieille Crêpe	restauration	Nice	6	1	http://www.lavieillecrepe.com/
lavieillefrance.fr	La Vieille France	restauration	Lille	59	1	http://lavieillefrance.fr/
lavillamadie.com	La Villa Madie	restauration	Marseille	13	1	https://lavillamadie.com
lavillasaintmarc.com	La Villa Saint-Marc	beaute_bienetre	Rouen	76	1	https://www.lavillasaintmarc.com/
lavillasoriano.com	La Villa Soriano	beaute_bienetre	Toulouse	31	1	https://www.lavillasoriano.com/
lavillasoriano.fr	La Villa Soriano	beaute_bienetre	Toulouse	31	2	https://www.lavillasoriano.fr/
lavillaugouet.fr	Ch. Lavillaugouet	artisanat_btp	Paris	75	1	https://www.lavillaugouet.fr
lavoglia.com	La Voglia	restauration	Nice	6	1	https://www.lavoglia.com/
lavomatique-restaurant.business.site	Lavomatique	restauration	Nice	6	1	https://lavomatique-restaurant.business.site/
lavotec.fr	Lavotec - Rue Solférino	services_proximite	Lille	59	2	https://lavotec.fr/laveries.php?ville=Lille&laverie=1
